コンテンツ,動画のタイトル,動画公開時刻,長さ,視聴回数
cZkCJVI4O4s,【まじで絶対買うべき】お洒落メンズが買ってる7つの冬服とは⁉︎ 上級編,"Nov 3, 2021",697,71356
B69jBThmnBM,【大学生必見】絶妙にダサいコーデってどうすればかっこよくなるの？,"Nov 2, 2021",746,106479
qdTJLYm4Eag,【遅れて発売】UNIQLOUの新作がお洒落な人全員買った方がいい神作だった！！！,"Oct 31, 2021",572,115362
UYz2Jpcnjwg,【モテる】冬すると絶対に成功するメンズ鉄板コーデ方法7選教えちゃいます！！アウターなし 2021ver ついに明日LIDNM冬の新作が待望のリリース！,"Oct 29, 2021",896,133405
qJ_FRKNHJec,【GU新作凄すぎ】本気で驚いた‼︎秋冬絶対に買うべき神アウター教えちゃいます。LIDNM 21WINTER COLLECTION 10.30 RELEASE,"Oct 28, 2021",1024,145220
fjGo0MKaVGg,【冬服10万円散財企画!!】げんじが人気ショップで制限内で買ったアイテムが衝撃だった!! 後編 LIDNM 21WINTER COLLECTION 10.30 RELEASE,"Oct 27, 2021",850,51383
uZmV4MIBAws,【新作4点紹介】業界の常識を無視⁉︎ 有り得ない価格で新作リリースします。LIDNM WINTER 1st COLLECTION,"Oct 26, 2021",782,52346
C2fqgIaSxVA,【UNIQLOで冬を越す】ユニクロで冬に絶対買うべきメンズ服7点はこれだ！LIDNM 21WINTER COLLECTION 10.30 RELEASE,"Oct 25, 2021",963,400082
8-aqjaec6M8,【衝撃】GUで買わなきゃ確実に損な最強アウターを発売！！DAIWAとどう違うか徹底解説！！LIDNM 21WINTER COLLECTION 10.30 RELEASE,"Oct 24, 2021",553,93295
E-iMi-GqX6E,【冬の最強アウター2種類】過去最高のアイテムが完成しちゃいました。。。LIDNM WINTER 1st COLLECTION,"Oct 23, 2021",775,81504
emz3hwwfM-4,【冬服】メンズファッション絶対に買った方がいいアイテム7点教えちゃいます。中級編！,"Oct 22, 2021",705,100312
X3z-ykTn9kY,【遂に…!! ユニクロ+J秋冬】2021AW新作絶対買うべきアイテムはこれだ！！見逃さないで！！！,"Oct 21, 2021",1593,189666
PAySN5x7xtg,【ダウンジャケットが最高でした。。】AURALEE/steinなど冬の購入品紹介！アウター/ニット,"Oct 20, 2021",791,49279
F5qCeJnzQGo,【衝撃】服のプロに10万円渡したら人気ショップで超かっこいい服買った！！！,"Oct 19, 2021",951,79057
Z60JOIt7gbw,【絶対買い】UNIQLOのニットを改めて映像で魅力を伝えます！！(首チクチクする事だけ注意！),"Oct 18, 2021",276,61648
zknRlQzDUkg,【え？これUNIQLOなの？】UNIQLOの〇〇が神過ぎる！急いで！！,"Oct 17, 2021",416,113926
YR9Lug4V89g,【超話題】UNIQLOで今最も絶対買うべきアウターはこれです。ユニクロ White Mountaineering,"Oct 16, 2021",688,176044
z05YhwqDQbM,【最高?最悪!?】話題のユニクロの新作ダウンが正直…。｜UNIQLO White Mountaineering 2021秋冬 ハイブリッドダウンオーバーサイズパーカ,"Oct 15, 2021",1395,155630
fhq5cqR-D-E,【真似るだけでモテる!?】秋冬にするべき王道メンズコーデまとめ WYM冬の新作ついに明日リリース!! LOOKBOOK,"Oct 14, 2021",785,78665
nf27Vo7wuxA,【冬】絶対失敗しないメンズファッションの最強ニットとは!? 4つだけ意識して！！,"Oct 13, 2021",980,112158
mJ97Ctori40,【冬の新作見ていく？】服好きが本気で好きな秋冬服５点ご紹介!! YOKE stein Graphpaperなどなど / WYM 21WINTER COLLECTION 10.15 RELEASE,"Oct 12, 2021",834,52025
zOkC5t32efA,【また超意外】THE NORTH FACEも良いけど個人的にはUNIQLOのリュックが最強だと思う。第二弾！WYM 21WINTER COLLECTION 10.15 RELEASE,"Oct 11, 2021",737,74382
xNwIChDdfd0,【秋冬購入品】トレンド解説あり！服好きが堪らない新作情報がヤバい…！！WYM 21WINTER COLLECTION 10.15 RELEASE,"Oct 10, 2021",915,53497
33CC-0EK_8M,【トレンド解説】冬に絶対流行る3種類のアウターの注意点とは！？2021ver,"Oct 9, 2021",586,143821
nfBEOdAikYI,【ご報告】ZOZOで買えるWYM(ウィム)の冬の新作本気で安くし過ぎたので全部紹介します！！,"Oct 8, 2021",762,115132
SpV0lOOGvcc,【実写モンハン】もしも現代にモンスターハンター風にファッションが選べたら。【Monster Hunter R ise】,"Oct 7, 2021",484,42374
6KeNPpTQGws,【冬コートの選び方】暖かくそしてかっこいい!! 絶対買うべきカラーとシルエットとは!?,"Oct 6, 2021",1120,240832
DeHfYW_gWpI,【成功する】冬に絶対買うべきメンズ服7選教えちゃいます。初級編！2021ver ウェイヨ！,"Oct 5, 2021",801,258261
uNqIkLnbmAI,【急げ】カーディガン、ブルゾン、コート…最高過ぎた秋冬購入品！総額200万円中50万円分紹介！,"Oct 4, 2021",847,58098
4ePj9XREduA,【ヤバすぎwww】知らないと損をする無印良品で買うべきアイテム４選！！正直ノーマークでした。。。,"Oct 3, 2021",755,102603
wRuJJJ958LI,【え？】お洒落な人は“黒以外”を着てる⁉︎ コーデ色合わせの教科書　有彩色編！,"Oct 2, 2021",715,63047
4ePj9XREduA,【ヤバすぎwww】知らないと損をする無印良品で買うべきアイテム４選！！正直ノーマークでした。。。,"Oct 3, 2021",755,8
wRuJJJ958LI,【え？】お洒落な人は“黒以外”を着てる⁉︎ コーデ色合わせの教科書　有彩色編！,"Oct 2, 2021",715,27422
N-ryAF1ASDA,秋メンズファッションの金字塔。最強のコーデ配色方法教えちゃいます。永久保存版,"Oct 1, 2021",710,35991
FtDrxFycjuM,【絶対買い】GUの新作マウンテンパーカーが最高すぎるのでNORTH FACE、ARC'TERYX諦めてた方是非！UNIQLO U買い足しも！,"Sep 30, 2021",638,76013
XBbDjlzZYWs,.,"Sep 28, 2021",374,75037
hdpI7clrcjU,【UNIQLO Uじゃなくても◎】絶対買うべきブルゾンLOOKBOOK｜ユニクロユー,"Sep 27, 2021",352,61003
kvAu9z-8O2I,【超重要】秋冬にお洒落に思われたい人だけ見てください。たった6個のコツを教えちゃいます。あと2時間後LIDNM新作リリース！,"Sep 25, 2021",843,56202
fKtiyn8hffQ,【絶対買い】Super130’s原料を100%使用した高級シャツをクレイジーな価格でリリースします。,"Sep 24, 2021",808,38928
kQs2p1afrLM,【UNIQLO秋冬】ユニクロ正直この7点あればいい!? 絶対買うべきメンズ服はこれだ！LIDNM 21FALL 2ND COLLECTION 9.25 RELEASE,"Sep 23, 2021",943,159819
JJg8QXUdXNY,【大学生必見】誰でも簡単にお洒落になれるGUの最強アイテム7選はこれだ！！！ LIDNM 21FALL 2ND COLLECTION 9.25 RELEASE,"Sep 22, 2021",997,110197
vstQ2ug0QE4,【驚愕】秋冬に絶対に買うべきお勧めコート3選！日本のアパレル揺るがす価格⁉︎,"Sep 21, 2021",759,36680
uciunHmEtDA,【超重要!?】誰も教えてくれない秋冬コーデの7つのテクニック教えちゃいます。,"Sep 20, 2021",682,51047
YnWLZRprxYw,【UNIQLO U】話題のあのアイテムに本音で答えます。2021AW ユニクロユー,"Sep 19, 2021",922,83737
IAjGEPuZr_8,【超意外】ユニクロUで安いのに最高なアイテムがまだ沢山あった‼︎ 急いで‼︎【UNIQLO U】,"Sep 18, 2021",943,112087
LG1EwkFrNg4,【ユニクロU2021秋冬】絶対買うべきアイテム10選！全部買っちゃったw 【UNIQLO U】,"Sep 17, 2021",1492,218587
l9UrpOm0H6E,【王道】秋冬に超カッコよくなるコーデの選び方と合わせ方教えちゃいます！,"Sep 16, 2021",752,64449
obrL1gty_mg,【GU購入品5点!!】安すぎ!!良すぎ!!コスパ良すぎ‼︎ 日本のファッションは変わり始めました。,"Sep 15, 2021",752,128263
32jYcGD4e_U,【迷ったらこれ!!】今買うべき秋冬のパンツ7選！パンツを選ぶポイントとは！？,"Sep 14, 2021",845,73754
4w3lRZIUy2U,【秋冬コーデ】絶対お洒落に思われる鉄板コーデを特別教えちゃいます。| WYM 21AW LOOKBOOK,"Sep 13, 2021",865,55618
6Pqt5YuHd3M,【衝撃】N.HOOLYWOOD 22SSが斬新過ぎたwwwN.Hoolywood 2022 Spring Is So Innovative. Hello To Overseas Media!,"Sep 12, 2021",854,38248
DEhHbOdbUT0,【重要】個性あるのに『お洒落だね』と褒められる秘訣、特別に教えちゃいます。本日2本目あり。お楽しみに。,"Sep 12, 2021",1238,42644
MKdqS-BDfUA,【GU秋冬新作】買わない損⁉︎ 本気で驚いたアイテムを紹介！メンズ全部急いで！WYM秋の新作ついにリリース！,"Sep 10, 2021",694,119415
yGeN1VAMrsk,【H&M×TOGA】衝撃コラボ⁉︎絶対に買うべき秋冬アイテム紹介！カッコ良すぎた…。,"Sep 9, 2021",705,48075
MP_F3m_rFq0,※メンズファッション購入前に絶対見て。トップスの選び方教えちゃいます。 WYM AUTUMN 2ND 9.10 RELEASE,"Sep 8, 2021",727,78564
a4NuIIjhWqQ,【秋冬アウター購入品】至極のダウン/カーディガン/ニットetc… げんじは何買った？前編 WYM AUTUMN 2ND 9.10 RELEASE,"Sep 7, 2021",727,51678
c0L2aPqrom0,【UNIQLO秋冬アウター】ああw ユニクロの新作が超ヤバかったwww  UNIQLOU先行販売！WYM AUTUMN 2ND 9.10 RELEASE,"Sep 6, 2021",796,142576
v2hfAyu_dQI,【ゾゾタウン】今年も自分のブランド新作安くし過ぎた件www 全て紹介しますwww WYM (ウィム),"Sep 5, 2021",1069,126009
tT-_TugMW2M,【トレンド解説】秋に絶対流行るアウターと7種類のアウターの注意点とは！？,"Sep 4, 2021",681,79761
7dERJ5GUOxY,【GU新作凄すぎ】本気で驚いた!!秋冬に絶対買うべき神アイテム教えちゃいます。,"Sep 2, 2021",898,156983
r05BhJYyk0s,【モテる】秋すると絶対に成功するメンズ鉄板コーデ10選教えちゃいます！！2021ver,"Sep 1, 2021",998,121141
mkfaxFZObn0,【危険！買わないで！】ダサファッション…？秋の失敗メンズ服8選！,"Aug 31, 2021",930,84384
zebuClvXiNE,【秋冬コーデ】絶対今見てはいけない秋のLOOKBOOK。なぜなら秋がさらに待ち遠しくなるので…。,"Aug 30, 2021",835,54757
bqXAXyDN-50,【超初級】そもそも秋のファッションって何があるの?? 今年は今までとは違う？,"Aug 29, 2021",866,66265
6v2ICsqAJMA,【成功する】秋冬に絶対買うべきメンズ服7選教えちゃいます。上級編！2021ver 本日22時LIDNM新作リリース!!,"Aug 28, 2021",846,56211
Jk_RMtj4yes,"【お洒落な人なら絶対欲しくなる】秋冬に持っておくべき""大人お洒落""なトレンドボトム。明日22時、待望のリリース。","Aug 27, 2021",716,43910
G_RpQtA1FjI,【絶対買い】UNIQLOの安いのにカッコ良すぎる秋の新作がヤバい…。LIDNM 21FALL 1ST COLLECTION 8.28 RELEASE,"Aug 26, 2021",392,98444
CW6OpztMXlU,男性が買うと失敗する秋冬のメンズファッション7選教えちゃいます。前編！LIDNM 21FALL 1ST COLLECTION 8.28 RELEASE,"Aug 25, 2021",917,70486
GqiSDpJ17qo,【待望】秋冬に絶対欲しいトップス達が常識ではあり得ない価格でリリース…。LIDNM 21FALL 1ST COLLECTION 8.28 RELEASE,"Aug 24, 2021",651,57296
7V-rD8OeoaA,【絶対買い】GU/UNIQLOで意外なアイテムが最高だった…。普通過ぎないのが良い。。 LIDNM 21FALL 1ST COLLECTION 8.28 RELEASE,"Aug 23, 2021",696,89804
DAETHgdG0bw,東海オンエアでよく聞くウェイヨーってなに？げんじ本人に聞いてみた。SPウェイヨー出演 LIDNM 21FALL 1ST COLLECTION 8.28 RELEASE,"Aug 22, 2021",1110,57255
F3vYz2My8y4,【遂に】大本命21秋冬アウターを公開。ドメブラの常識を本気で壊しにいきます。,"Aug 21, 2021",586,52484
bycQCY6xqkQ,【秋服】メンズファッション絶対に買った方がいいアイテム7点教えちゃいます。中級編！,"Aug 20, 2021",869,83454
kYw6JASqP6A,【絶対買い】UNIQLOの新作リュックが最高すぎるのでNORTH FACEのリュック辞めます。ユニクロ,"Aug 19, 2021",698,297864
9xX2yTClPGE,業界を変えます。,"Aug 18, 2021",39,45944
UhhnvMsrIjc,【最高すぎた】日本一服を買う男の21秋冬の購入品紹介！服好き必見！,"Aug 17, 2021",774,44997
jB9wxMwFHgs,【マジかw】GU新作で最高すぎる問題作発売wこれ大丈夫なの？絶対買い！！,"Aug 16, 2021",906,131199
FCRi6jvvAl8,【秋くる前に絶対見て】服好きが絶対押さえる2021AWの流行を7つ教えちゃいます。中級編上級編！,"Aug 15, 2021",685,66651
VF_X3DDZx90,【秋冬購入品紹介】爆買い企画！本気で一目惚れした洋服一挙紹介！総額〇〇！？,"Aug 13, 2021",785,49798
gdDLnmKG1yk,【絶対買い】GUの安いのにかっこいい新作を3点購入！！凄いお値段！！(高音),"Aug 12, 2021",903,105055
OsDnTwSuw1I,【成功する】秋冬に絶対買うべきメンズ服7選教えちゃいます。初級編！2021ver ウェイヨ！,"Aug 11, 2021",761,169734
oic4jt3ThI0,【衝撃】人生で出会えて良かった香水、特別に教えちゃいます。第2弾,"Aug 10, 2021",893,32348
-hFOlf_o6xo,【まじユニクロ？】UNIQLOでお洒落な方なら絶対共感する最高な新作がリリース！安すぎ…。,"Aug 9, 2021",799,106932
fACA8C8uBQE,【買わなきゃ損】女子ウケ最高な香水6選！本気でおすすめな王道編。,"Aug 7, 2021",1110,87491
Qc37_WWYXRQ,【衝撃】UNIQLOの新作がどんだけ!? 安いのに超良いいからもう背負い投げ！！！WYM秋の新作本日リリース！,"Aug 6, 2021",773,102413
dKpO3csl8wI,【業界改革】ZOZOで買えるWYM(ウィム)新作計11点が安過ぎる！！見逃さないで！！,"Aug 5, 2021",922,44285
LhBgH9TeEWs,【New Balance】新作の超人気スニーカーがヤバい！東京デザイン⁉︎ 21AW購入品紹介、後編！,"Aug 4, 2021",766,44724
6wVingDKdAw,【震えが止まらない…】ZOZOTOWNに究極のセットアップが爆誕しました。,"Aug 3, 2021",797,72515
VmnwnYWoMM0,【絶対買い】UNIQLOの新作が本気でヤバい!!安くて超買い!!ユニクロ購入品紹介！,"Aug 2, 2021",916,138652
lq45jDJdH8k,【絶対買い】カーゴパンツの合わせ方って？絶対失敗しない方法教えちゃいます。,"Aug 1, 2021",815,51214
8K1PVoz_iYs,【大量購入】2021AW早くも最高な秋服買いました。。。語り尽くします。。。,"Jul 31, 2021",776,52106
Siqlhj3gEzs,【新作紹介】ZOZOで人気のWYMの秋冬の進化がヤバい！絶対見逃さないで！,"Jul 30, 2021",844,55905
_Xh09Sf8-h0,【大暴露】げんじの黒歴史が本当にヤバすぎる件www まさかの神回www,"Jul 29, 2021",2697,30409
cZxkk82B5U4,【白T×デニムと〇〇】夏のデニムがカッコ良すぎる件www 最強の合わせ方伝授します！！,"Jul 28, 2021",920,53032
ND7KhCIVBhQ,【黒スキニー禁止】白パンツが絶対にかっこよく見える方法教えちゃいます！,"Jul 27, 2021",780,60233
6PMyLDBt8ug,【GU新作黒ショーツ】絶対買うべきパンツ紹介と夏の半ズボン攻略！！,"Jul 26, 2021",642,45584
bBXn5PxTUb4,【ZOZO購入品】皆が買ってる夏服がかっこ良すぎた！第二弾！NIKE G-SHOCK New Balance LIDNM 21PRE FALL COLLECTION 7.24 RELEASE,"Jul 24, 2021",843,61608
EWV8BMueXho,【お悩み解決】アパレル社長兼YouTuber募集した質問にお答えします！仕事/ブランド/ナンパ？LIDNM 21PRE FALL COLLECTION 7.24 RELEASE,"Jul 23, 2021",1249,17237
jGR11aOtSrk,【黒スキニー禁止】絶対モテる夏の黒スラックスコーデ特集！超安い〇〇も紹介します！LIDNM 21PRE FALL COLLECTION 7.24 RELEASE,"Jul 22, 2021",774,89348
